,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
67,2014-04-29 15:00:00,1,6.0,1.0,0.0,0.0166666666666667,351.4769999980927,3.0,0.0,154.809,177.33799999999997,0.0,0.0,0.0,0.0,9.023,10.029,0.0,0.0,0.0,,12.0
68,2014-04-29 18:00:00,1,5.0,2.0,-1.0,0.0756302521008403,1938.616000652314,0.0,0.0,274.29100000000005,1568.712,0.0,0.0,0.0,0.0,8.661,40.153999999999996,0.0,0.0,0.0,,12.0
69,2014-04-30 10:00:00,2,7.0,2.0,1.0,0.0,3656.550999879837,5.0,0.0,1354.385,2210.0589999999997,34.18,0.0,0.0,0.0,21.428,70.559,0.0,0.0,8.125,,16.0
70,2014-04-30 14:00:00,2,6.0,2.0,0.0,0.369747899159664,963.1740002632139,3.0,0.0,275.165,493.17799999999994,161.998,0.0,0.0,36.37,8.087,39.203,0.0,0.0,5.106,,16.0
71,2014-04-30 21:00:00,2,6.0,0.0,1.0,0.183333333333333,2350.8529996871953,0.0,2.0,1353.182,291.983,0.0,0.0,0.0,0.0,11.152,0.0,0.0,11.036,0.0,,16.0
72,2014-05-01 09:00:00,3,7.0,-2.0,1.0,0.108333333333333,2861.578000307083,0.0,0.0,432.47,2276.353,0.0,0.0,0.0,0.0,11.307,125.47,0.0,13.247,7.25,,12.146012222222222
73,2014-05-01 14:00:00,3,7.0,-2.0,1.0,0.0,558.8450000286099,0.0,0.0,223.344,190.94299999999998,0.0,0.0,0.0,0.0,9.033,135.45,0.0,0.0,0.0,,12.146012222222222
74,2014-05-01 15:00:00,3,8.0,1.0,1.0,0.116071428571429,39.6619999408722,0.0,0.0,10.416,23.189,0.0,0.0,0.0,0.0,6.025,0.0,0.0,0.0,0.0,,12.146012222222222
75,2014-05-01 18:00:00,3,8.0,1.0,1.0,0.666666666666667,2176.3279998302482,0.0,0.0,1357.773,9.370000000000001,0.0,0.0,0.0,0.0,13.165,0.0,0.0,0.0,0.0,,12.146012222222222
76,2014-05-01 21:00:00,3,7.0,-2.0,1.0,0.279661016949153,776.5180001258848,0.0,0.0,97.001,487.686,0.0,0.0,0.0,0.0,12.066,179.613,0.0,0.0,0.0,,12.146012222222222
77,2014-05-02 11:00:00,4,7.0,-2.0,1.0,0.156521739130435,1007.7330002784724,0.0,0.0,476.93399999999997,450.06300000000005,0.0,0.0,0.0,0.0,9.034,71.29,0.0,0.0,0.0,,14.03777611111111
78,2014-05-02 12:00:00,4,7.0,-2.0,1.0,0.0,139.546999931335,0.0,0.0,13.926,109.528,0.0,0.0,0.0,0.0,16.079,0.0,0.0,0.0,0.0,,14.03777611111111
79,2014-05-02 15:00:00,4,7.0,0.0,1.0,0.0388349514563107,1410.5610001087182,0.0,0.0,209.22599999999997,354.012,0.0,0.0,0.0,0.0,10.197,559.8589999999999,0.0,0.0,0.0,,14.03777611111111
80,2014-05-02 19:00:00,4,7.0,0.0,1.0,0.0588235294117647,102.9790000915527,0.0,0.0,13.134,75.653,0.0,0.0,0.0,0.0,14.052,0.0,0.0,0.0,0.0,,14.03777611111111
81,2014-05-03 02:00:00,5,7.0,-2.0,1.0,0.075,215.3359997272492,0.0,0.0,157.56000000000003,34.262,0.0,0.0,0.0,0.0,11.049,0.0,0.0,12.117999999999999,0.0,,9.335851666666667
82,2014-05-03 10:00:00,5,7.0,-2.0,1.0,0.203389830508475,340.2740006446838,0.0,0.0,315.431,0.0,0.0,0.0,0.0,0.0,15.062,0.0,0.0,9.305,0.0,,9.335851666666667
83,2014-05-03 14:00:00,5,6.0,-2.0,1.0,0.0166666666666667,1057.665000200271,0.0,0.0,279.634,769.9590000000001,0.0,0.0,0.0,0.0,8.019,0.0,0.0,0.0,0.0,,9.335851666666667
84,2014-05-03 15:00:00,5,7.0,-1.0,1.0,0.25,372.15099978447,0.0,0.0,30.645000000000003,243.053,0.0,0.0,0.0,91.312,7.022,0.0,0.0,0.0,0.0,,9.335851666666667
85,2014-05-03 18:00:00,5,7.0,0.0,1.0,0.177966101694915,283.5830001831057,1.0,0.0,124.444,0.0,0.0,0.0,0.0,0.0,8.033,0.0,0.0,150.761,0.0,,9.335851666666667
86,2014-05-03 21:00:00,5,7.0,-1.0,1.0,0.0,1053.618999719619,0.0,0.0,154.65300000000002,609.4929999999999,0.0,0.0,0.0,282.191,7.149,0.0,0.0,0.0,0.0,,9.335851666666667
87,2014-05-04 10:00:00,6,7.0,0.0,1.0,0.0083333333333333,2704.169000387191,0.0,0.0,2885.531,1216.8390000000002,4.022,0.0,0.0,0.0,7.017,0.0,0.0,570.168,0.0,,15.534139166666666
88,2014-05-04 19:00:00,6,7.0,-2.0,1.0,0.0619469026548673,957.9729998111718,0.0,0.0,637.5769999999999,331.093,0.0,0.0,0.0,51.786,18.086,0.0,0.0,0.0,0.0,,15.534139166666666
89,2014-05-05 09:00:00,0,8.0,1.0,1.0,0.218487394957983,1130.688000440598,0.0,0.0,510.30699999999996,570.088,0.0,0.0,0.0,0.0,23.296,22.098,0.0,0.0,0.0,,14.909886944444445
90,2014-05-05 12:00:00,0,5.0,-2.0,0.0,0.0084745762711864,1204.3009998798368,0.0,0.0,124.488,910.85,0.0,0.0,0.0,0.0,12.111,0.0,0.0,156.617,0.0,,14.909886944444445
91,2014-05-05 17:00:00,0,6.0,-1.0,0.0,0.121739130434783,1660.5969998836508,0.0,0.0,71.794,1317.4569999999999,0.0,0.0,0.0,0.0,9.31,195.777,0.0,0.0,0.0,,14.909886944444445
92,2014-05-07 09:00:00,2,7.0,1.0,1.0,0.4,4537.546998977662,1.0,0.0,2907.335,1666.8150000000003,0.0,0.0,0.0,0.0,15.08,260.054,0.0,179.859,0.0,,9.756795277777778
93,2014-05-07 12:00:00,2,6.0,0.0,,0.0245901639344262,3408.015000343319,0.0,0.0,330.232,1664.645,0.0,0.0,0.0,0.0,9.152,0.0,0.0,0.0,3.015,,9.756795277777778
94,2014-05-07 15:00:00,2,7.0,2.0,1.0,0.0,204.3320000171663,0.0,0.0,20.525000000000002,139.554,0.0,0.0,0.0,0.0,9.053,30.125,0.0,0.0,5.042,,9.756795277777778
